#optimization reuslts: 
1403715530862142976 1.04061 2.42162 1.74415 0.06618 0.81087 -0.08508 0.57522
1403715531862142976 1.54282 2.72468 1.95039 0.03603 0.81503 -0.07109 0.57391
1403715532862142976 1.75930 2.84831 1.93428 -0.01819 0.79717 -0.08181 0.59791
1403715533862142976 1.27412 2.19037 1.97344 0.07300 0.78753 -0.22380 0.56955
1403715534962142976 0.35454 0.81626 1.90925 0.18496 0.79245 -0.26964 0.51489
1403715535962142976 0.26878 -0.58833 1.63017 0.19697 0.78122 -0.28541 0.51907
1403715536962142976 0.74253 -1.83522 1.55161 0.23428 0.77317 -0.16658 0.56531
1403715537862142976 1.22318 -1.43330 1.69898 0.15362 0.75771 -0.23210 0.59026
1403715538862142976 0.76213 -0.53035 1.72940 0.25983 0.71781 -0.35397 0.54032
1403715540062142976 -0.20768 0.57288 1.45248 0.35074 0.60148 -0.58823 0.41132
1403715540862142976 -0.91564 0.61221 1.68667 0.32932 0.61814 -0.59924 0.38776
1403715541862142976 -1.92877 -0.28252 1.82943 0.39924 0.62322 -0.56295 0.36783
1403715542862142976 -2.11499 -1.32485 1.90471 0.33790 0.66780 -0.43770 0.49829
1403715543862142976 -2.14288 -1.57701 1.76764 0.38550 0.64716 -0.43055 0.49720
1403715544862142976 -2.09709 -0.80638 1.31189 0.49193 0.45635 -0.65246 0.35220
1403715545862142976 -1.81959 0.31896 1.37827 -0.47157 -0.39834 0.71229 -0.33405
1403715546862142976 -1.77004 1.50872 1.47722 0.29729 0.69870 -0.47383 0.44601
1403715547862142976 -1.28871 2.13997 1.56195 0.09468 0.85534 -0.13327 0.49159
1403715548862142976 0.15019 2.64924 1.49919 0.05698 0.82075 -0.07433 0.56355
1403715549862142976 1.31239 3.20100 1.35108 -0.00889 0.80548 -0.10678 0.58285
1403715550862142976 1.82105 2.69173 1.46767 0.20034 0.72186 -0.40198 0.52650
1403715551862142976 1.42384 1.47052 1.63654 0.42988 0.49289 -0.62510 0.42604
1403715552862142976 0.55544 1.05606 1.75215 0.60317 0.17071 -0.74926 0.21367
1403715553862142976 0.57467 2.13252 1.63930 0.61181 -0.13084 -0.77632 -0.07678
1403715554862142976 0.86022 3.18024 1.36136 0.55770 0.07852 -0.78179 -0.26762
1403715555862142976 0.62718 1.67154 1.57969 0.56555 -0.14207 -0.81238 0.00356
